executionLog | INFO flwr 2024-06-14 13:40:26,372 | app.py:178 | Starting Flower simulation, config: num_rounds=5, no round_timeout
executionLog | INFO flwr 2024-06-14 19:49:21,925 | server.py:176 | configure_evaluate: strategy sampled 10 clients (out of 10)
executionLog | INFO flwr 2024-06-14 19:55:40,561 | server.py:190 | aggregate_evaluate: received 10 results and 0 failures
executionLog | INFO flwr 2024-06-14 19:55:40,561 | server.py:110 | 
executionLog | INFO flwr 2024-06-14 19:55:40,562 | server.py:111 | [ROUND 5]
executionLog | INFO flwr 2024-06-14 19:55:40,562 | server.py:224 | configure_fit: strategy sampled 10 clients (out of 10)
executionLog | INFO flwr 2024-06-14 20:49:50,812 | server.py:238 | aggregate_fit: received 10 results and 0 failures
executionLog | INFO flwr 2024-06-14 20:53:30,793 | server.py:129 | fit progress: (5, 12767.682775624096, {'accuracy': 0.8144}, 7111.058782399981)
executionLog | INFO flwr 2024-06-14 20:53:30,795 | server.py:176 | configure_evaluate: strategy sampled 10 clients (out of 10)
executionLog | INFO flwr 2024-06-14 20:59:48,526 | server.py:190 | aggregate_evaluate: received 10 results and 0 failures
executionLog | INFO flwr 2024-06-14 20:59:48,558 | server.py:487 | 
executionLog | INFO flwr 2024-06-14 20:59:48,558 | server.py:488 | [SUMMARY]
executionLog | INFO flwr 2024-06-14 20:59:48,559 | server.py:489 | Run finished 5 rounds in 7488.79s
executionLog | INFO flwr 2024-06-14 20:59:48,560 | server.py:492 | History (loss, distributed):
executionLog | INFO flwr 2024-06-14 20:59:48,560 | server.py:494 | 	('\tround 1: 22742.99741792679\n'
executionLog | INFO flwr 2024-06-14 20:59:48,560 | server.py:494 | 	 '\tround 2: 11490.574145661667\n'
executionLog | INFO flwr 2024-06-14 20:59:48,560 | server.py:494 | 	 '\tround 3: 12542.744244761763\n'
executionLog | INFO flwr 2024-06-14 20:59:48,560 | server.py:494 | 	 '\tround 4: 18071.670976161957\n'
executionLog | INFO flwr 2024-06-14 20:59:48,561 | server.py:494 | 	 '\tround 5: 12767.682775624095\n')History (loss, centralized):
executionLog | INFO flwr 2024-06-14 20:59:48,561 | server.py:494 | 	('\tround 0: 24595.701795578003\n'
executionLog | INFO flwr 2024-06-14 20:59:48,561 | server.py:494 | 	 '\tround 1: 22742.99741792679\n'
executionLog | INFO flwr 2024-06-14 20:59:48,561 | server.py:494 | 	 '\tround 2: 11490.574145661667\n'
executionLog | INFO flwr 2024-06-14 20:59:48,562 | server.py:494 | 	 '\tround 3: 12542.744244761765\n'
executionLog | INFO flwr 2024-06-14 20:59:48,562 | server.py:494 | 	 '\tround 4: 18071.670976161957\n'
executionLog | INFO flwr 2024-06-14 20:59:48,562 | server.py:494 | 	 '\tround 5: 12767.682775624096\n')History (metrics, centralized):
executionLog | INFO flwr 2024-06-14 20:59:48,562 | server.py:494 | 	{'accuracy': [(0, 0.0894),
executionLog | INFO flwr 2024-06-14 20:59:48,563 | server.py:494 | 	              (1, 0.1748),
executionLog | INFO flwr 2024-06-14 20:59:48,563 | server.py:494 | 	              (2, 0.7533),
executionLog | INFO flwr 2024-06-14 20:59:48,563 | server.py:494 | 	              (3, 0.7337),
executionLog | INFO flwr 2024-06-14 20:59:48,563 | server.py:494 | 	              (4, 0.6579),
executionLog | INFO flwr 2024-06-14 20:59:48,563 | server.py:494 | 	              (5, 0.8144)]}
executionLog | INFO flwr 2024-06-14 20:59:48,563 | server.py:495 | 
executionLog | INFO flwr 2024-06-14 21:00:20,513 | app.py:178 | Starting Flower simulation, config: num_rounds=5, no round_timeout
executionLog | INFO flwr 2024-06-14 21:00:27,867 | app.py:213 | Flower VCE: Ray initialized with resources: {'memory': 6227354420.0, 'object_store_memory': 3113677209.0, 'node:127.0.0.1': 1.0, 'GPU': 1.0, 'CPU': 20.0, 'node:__internal_head__': 1.0}
executionLog | INFO flwr 2024-06-14 21:00:27,868 | app.py:219 | Optimize your simulation with Flower VCE: https://flower.ai/docs/framework/how-to-run-simulations.html
executionLog | INFO flwr 2024-06-14 21:00:27,868 | app.py:242 | Flower VCE: Resources for each Virtual Client: {'num_cpus': 2, 'num_gpus': 0.5}
executionLog | INFO flwr 2024-06-14 21:00:27,877 | app.py:288 | Flower VCE: Creating VirtualClientEngineActorPool with 2 actors
executionLog | INFO flwr 2024-06-14 21:00:27,877 | server.py:92 | [INIT]
executionLog | INFO flwr 2024-06-14 21:00:27,878 | server.py:279 | Requesting initial parameters from one random client
executionLog | INFO flwr 2024-06-14 21:00:32,857 | server.py:285 | Received initial parameters from one random client
executionLog | INFO flwr 2024-06-14 21:00:32,858 | server.py:94 | Evaluating initial global parameters
executionLog | INFO flwr 2024-06-14 21:01:01,314 | server.py:97 | initial parameters (loss, other metrics): 23487.039276123047, {'accuracy': 0.0974}
executionLog | INFO flwr 2024-06-14 21:01:01,315 | server.py:110 | 
executionLog | INFO flwr 2024-06-14 21:01:01,316 | server.py:111 | [ROUND 1]
executionLog | INFO flwr 2024-06-14 21:01:01,317 | server.py:224 | configure_fit: strategy sampled 10 clients (out of 10)
executionLog | INFO flwr 2024-06-14 21:02:20,402 | server.py:238 | aggregate_fit: received 10 results and 0 failures
executionLog | WARNING flwr 2024-06-14 21:02:20,987 | fedavg.py:252 | No fit_metrics_aggregation_fn provided
executionLog | INFO flwr 2024-06-14 21:02:50,072 | server.py:129 | fit progress: (1, 3862.1959800826644, {'accuracy': 0.8794}, 108.75639119997504)
executionLog | INFO flwr 2024-06-14 21:02:50,073 | server.py:176 | configure_evaluate: strategy sampled 10 clients (out of 10)
executionLog | INFO flwr 2024-06-14 21:06:18,665 | server.py:190 | aggregate_evaluate: received 10 results and 0 failures
executionLog | WARNING flwr 2024-06-14 21:06:18,666 | fedavg.py:283 | No evaluate_metrics_aggregation_fn provided
executionLog | INFO flwr 2024-06-14 21:06:18,667 | server.py:110 | 
executionLog | INFO flwr 2024-06-14 21:06:18,668 | server.py:111 | [ROUND 2]
executionLog | INFO flwr 2024-06-14 21:06:18,669 | server.py:224 | configure_fit: strategy sampled 10 clients (out of 10)
executionLog | INFO flwr 2024-06-14 21:07:37,273 | server.py:238 | aggregate_fit: received 10 results and 0 failures
executionLog | INFO flwr 2024-06-14 21:08:04,471 | server.py:129 | fit progress: (2, 778.0055662085123, {'accuracy': 0.9747}, 423.1552349999838)
executionLog | INFO flwr 2024-06-14 21:08:04,472 | server.py:176 | configure_evaluate: strategy sampled 10 clients (out of 10)
executionLog | INFO flwr 2024-06-14 21:11:33,762 | server.py:190 | aggregate_evaluate: received 10 results and 0 failures
executionLog | INFO flwr 2024-06-14 21:11:33,762 | server.py:110 | 
executionLog | INFO flwr 2024-06-14 21:11:33,763 | server.py:111 | [ROUND 3]
executionLog | INFO flwr 2024-06-14 21:11:33,763 | server.py:224 | configure_fit: strategy sampled 10 clients (out of 10)
executionLog | INFO flwr 2024-06-14 21:12:52,982 | server.py:238 | aggregate_fit: received 10 results and 0 failures
executionLog | INFO flwr 2024-06-14 21:13:23,671 | server.py:129 | fit progress: (3, 551.3597423583839, {'accuracy': 0.9819}, 742.3556901999982)
executionLog | INFO flwr 2024-06-14 21:13:23,672 | server.py:176 | configure_evaluate: strategy sampled 10 clients (out of 10)
executionLog | INFO flwr 2024-06-14 21:16:53,102 | server.py:190 | aggregate_evaluate: received 10 results and 0 failures
executionLog | INFO flwr 2024-06-14 21:16:53,103 | server.py:110 | 
executionLog | INFO flwr 2024-06-14 21:16:53,104 | server.py:111 | [ROUND 4]
executionLog | INFO flwr 2024-06-14 21:16:53,105 | server.py:224 | configure_fit: strategy sampled 10 clients (out of 10)
executionLog | INFO flwr 2024-06-14 21:18:11,868 | server.py:238 | aggregate_fit: received 10 results and 0 failures
executionLog | INFO flwr 2024-06-14 21:18:40,471 | server.py:129 | fit progress: (4, 461.54814133607596, {'accuracy': 0.9855}, 1059.154747099994)
executionLog | INFO flwr 2024-06-14 21:18:40,471 | server.py:176 | configure_evaluate: strategy sampled 10 clients (out of 10)
executionLog | INFO flwr 2024-06-14 21:22:10,226 | server.py:190 | aggregate_evaluate: received 10 results and 0 failures
executionLog | INFO flwr 2024-06-14 21:22:10,227 | server.py:110 | 
executionLog | INFO flwr 2024-06-14 21:22:10,228 | server.py:111 | [ROUND 5]
executionLog | INFO flwr 2024-06-14 21:22:10,229 | server.py:224 | configure_fit: strategy sampled 10 clients (out of 10)
executionLog | INFO flwr 2024-06-14 21:23:26,718 | server.py:238 | aggregate_fit: received 10 results and 0 failures
executionLog | INFO flwr 2024-06-14 21:24:56,484 | server.py:129 | fit progress: (5, 403.9479550257362, {'accuracy': 0.9867}, 1435.1687939999974)
executionLog | INFO flwr 2024-06-14 21:24:56,485 | server.py:176 | configure_evaluate: strategy sampled 10 clients (out of 10)
executionLog | INFO flwr 2024-06-14 21:28:26,495 | server.py:190 | aggregate_evaluate: received 10 results and 0 failures
executionLog | INFO flwr 2024-06-14 21:28:26,517 | server.py:487 | 
executionLog | INFO flwr 2024-06-14 21:28:26,518 | server.py:488 | [SUMMARY]
executionLog | INFO flwr 2024-06-14 21:28:26,518 | server.py:489 | Run finished 5 rounds in 1645.18s
executionLog | INFO flwr 2024-06-14 21:28:26,519 | server.py:492 | History (loss, distributed):
executionLog | INFO flwr 2024-06-14 21:28:26,520 | server.py:494 | 	('\tround 1: 3862.1959800826653\n'
executionLog | INFO flwr 2024-06-14 21:28:26,520 | server.py:494 | 	 '\tround 2: 778.0055662085122\n'
executionLog | INFO flwr 2024-06-14 21:28:26,521 | server.py:494 | 	 '\tround 3: 551.3597423583839\n'
executionLog | INFO flwr 2024-06-14 21:28:26,522 | server.py:494 | 	 '\tround 4: 461.54814133607596\n'
executionLog | INFO flwr 2024-06-14 21:28:26,523 | server.py:494 | 	 '\tround 5: 403.9479550257362\n')History (loss, centralized):
executionLog | INFO flwr 2024-06-14 21:28:26,523 | server.py:494 | 	('\tround 0: 23487.039276123047\n'
executionLog | INFO flwr 2024-06-14 21:28:26,524 | server.py:494 | 	 '\tround 1: 3862.1959800826644\n'
executionLog | INFO flwr 2024-06-14 21:28:26,525 | server.py:494 | 	 '\tround 2: 778.0055662085123\n'
executionLog | INFO flwr 2024-06-14 21:28:26,526 | server.py:494 | 	 '\tround 3: 551.3597423583839\n'
executionLog | INFO flwr 2024-06-14 21:28:26,526 | server.py:494 | 	 '\tround 4: 461.54814133607596\n'
executionLog | INFO flwr 2024-06-14 21:28:26,527 | server.py:494 | 	 '\tround 5: 403.9479550257362\n')History (metrics, centralized):
executionLog | INFO flwr 2024-06-14 21:28:26,528 | server.py:494 | 	{'accuracy': [(0, 0.0974),
executionLog | INFO flwr 2024-06-14 21:28:26,528 | server.py:494 | 	              (1, 0.8794),
executionLog | INFO flwr 2024-06-14 21:28:26,529 | server.py:494 | 	              (2, 0.9747),
executionLog | INFO flwr 2024-06-14 21:28:26,530 | server.py:494 | 	              (3, 0.9819),
executionLog | INFO flwr 2024-06-14 21:28:26,530 | server.py:494 | 	              (4, 0.9855),
executionLog | INFO flwr 2024-06-14 21:28:26,531 | server.py:494 | 	              (5, 0.9867)]}
executionLog | INFO flwr 2024-06-14 21:28:26,531 | server.py:495 | 
executionLog | INFO flwr 2024-06-14 21:28:42,980 | app.py:178 | Starting Flower simulation, config: num_rounds=5, no round_timeout
executionLog | INFO flwr 2024-06-14 21:28:50,582 | app.py:213 | Flower VCE: Ray initialized with resources: {'memory': 6167096526.0, 'object_store_memory': 3083548262.0, 'node:127.0.0.1': 1.0, 'GPU': 1.0, 'CPU': 20.0, 'node:__internal_head__': 1.0}
executionLog | INFO flwr 2024-06-14 21:28:50,582 | app.py:219 | Optimize your simulation with Flower VCE: https://flower.ai/docs/framework/how-to-run-simulations.html
executionLog | INFO flwr 2024-06-14 21:28:50,583 | app.py:242 | Flower VCE: Resources for each Virtual Client: {'num_cpus': 2, 'num_gpus': 0.5}
executionLog | INFO flwr 2024-06-14 21:28:50,595 | app.py:288 | Flower VCE: Creating VirtualClientEngineActorPool with 2 actors
executionLog | INFO flwr 2024-06-14 21:28:50,596 | server.py:92 | [INIT]
executionLog | INFO flwr 2024-06-14 21:28:50,596 | server.py:279 | Requesting initial parameters from one random client
executionLog | INFO flwr 2024-06-14 21:28:54,135 | server.py:285 | Received initial parameters from one random client
executionLog | INFO flwr 2024-06-14 21:28:54,137 | server.py:94 | Evaluating initial global parameters
executionLog | INFO flwr 2024-06-14 21:29:23,182 | server.py:97 | initial parameters (loss, other metrics): 24296.6386179924, {'accuracy': 0.1018}
executionLog | INFO flwr 2024-06-14 21:29:23,183 | server.py:110 | 
executionLog | INFO flwr 2024-06-14 21:29:23,184 | server.py:111 | [ROUND 1]
executionLog | INFO flwr 2024-06-14 21:29:23,184 | server.py:224 | configure_fit: strategy sampled 10 clients (out of 10)
executionLog | INFO flwr 2024-06-14 21:30:39,881 | server.py:238 | aggregate_fit: received 10 results and 0 failures
executionLog | WARNING flwr 2024-06-14 21:30:40,402 | fedavg.py:252 | No fit_metrics_aggregation_fn provided
executionLog | INFO flwr 2024-06-14 21:31:07,110 | server.py:129 | fit progress: (1, 14997.380313284695, {'accuracy': 0.487}, 103.92643910000334)
executionLog | INFO flwr 2024-06-14 21:31:07,111 | server.py:176 | configure_evaluate: strategy sampled 10 clients (out of 10)
executionLog | INFO flwr 2024-06-14 21:34:34,780 | server.py:190 | aggregate_evaluate: received 10 results and 0 failures
executionLog | WARNING flwr 2024-06-14 21:34:34,780 | fedavg.py:283 | No evaluate_metrics_aggregation_fn provided
executionLog | INFO flwr 2024-06-14 21:34:34,781 | server.py:110 | 
executionLog | INFO flwr 2024-06-14 21:34:34,781 | server.py:111 | [ROUND 2]
executionLog | INFO flwr 2024-06-14 21:34:34,782 | server.py:224 | configure_fit: strategy sampled 10 clients (out of 10)
executionLog | INFO flwr 2024-06-14 21:35:49,117 | server.py:238 | aggregate_fit: received 10 results and 0 failures
executionLog | INFO flwr 2024-06-14 21:36:16,783 | server.py:129 | fit progress: (2, 7693.376186909154, {'accuracy': 0.8505}, 413.59930159998476)
executionLog | INFO flwr 2024-06-14 21:36:16,783 | server.py:176 | configure_evaluate: strategy sampled 10 clients (out of 10)
executionLog | INFO flwr 2024-06-14 21:39:43,622 | server.py:190 | aggregate_evaluate: received 10 results and 0 failures
executionLog | INFO flwr 2024-06-14 21:39:43,624 | server.py:110 | 
executionLog | INFO flwr 2024-06-14 21:39:43,624 | server.py:111 | [ROUND 3]
executionLog | INFO flwr 2024-06-14 21:39:43,625 | server.py:224 | configure_fit: strategy sampled 10 clients (out of 10)
executionLog | INFO flwr 2024-06-14 21:40:59,881 | server.py:238 | aggregate_fit: received 10 results and 0 failures
executionLog | INFO flwr 2024-06-14 21:41:28,743 | server.py:129 | fit progress: (3, 13009.83643822372, {'accuracy': 0.6308}, 725.5589472999854)
executionLog | INFO flwr 2024-06-14 21:41:28,744 | server.py:176 | configure_evaluate: strategy sampled 10 clients (out of 10)
executionLog | INFO flwr 2024-06-14 21:44:50,860 | server.py:190 | aggregate_evaluate: received 10 results and 0 failures
executionLog | INFO flwr 2024-06-14 21:44:50,860 | server.py:110 | 
executionLog | INFO flwr 2024-06-14 21:44:50,860 | server.py:111 | [ROUND 4]
executionLog | INFO flwr 2024-06-14 21:44:50,861 | server.py:224 | configure_fit: strategy sampled 10 clients (out of 10)
executionLog | INFO flwr 2024-06-14 21:46:07,667 | server.py:238 | aggregate_fit: received 10 results and 0 failures
executionLog | INFO flwr 2024-06-14 21:46:36,743 | server.py:129 | fit progress: (4, 8566.430472824723, {'accuracy': 0.828}, 1033.5588445999892)
executionLog | INFO flwr 2024-06-14 21:46:36,744 | server.py:176 | configure_evaluate: strategy sampled 10 clients (out of 10)
executionLog | INFO flwr 2024-06-14 21:50:06,731 | server.py:190 | aggregate_evaluate: received 10 results and 0 failures
executionLog | INFO flwr 2024-06-14 21:50:06,731 | server.py:110 | 
executionLog | INFO flwr 2024-06-14 21:50:06,731 | server.py:111 | [ROUND 5]
executionLog | INFO flwr 2024-06-14 21:50:06,732 | server.py:224 | configure_fit: strategy sampled 10 clients (out of 10)
executionLog | INFO flwr 2024-06-14 21:51:21,733 | server.py:238 | aggregate_fit: received 10 results and 0 failures
executionLog | INFO flwr 2024-06-14 21:52:59,034 | server.py:129 | fit progress: (5, 8155.362983994186, {'accuracy': 0.8497}, 1415.85023489999)
executionLog | INFO flwr 2024-06-14 21:52:59,035 | server.py:176 | configure_evaluate: strategy sampled 10 clients (out of 10)
executionLog | INFO flwr 2024-06-14 21:56:25,833 | server.py:190 | aggregate_evaluate: received 10 results and 0 failures
executionLog | INFO flwr 2024-06-14 21:56:25,849 | server.py:487 | 
executionLog | INFO flwr 2024-06-14 21:56:25,850 | server.py:488 | [SUMMARY]
executionLog | INFO flwr 2024-06-14 21:56:25,850 | server.py:489 | Run finished 5 rounds in 1622.65s
executionLog | INFO flwr 2024-06-14 21:56:25,851 | server.py:492 | History (loss, distributed):
executionLog | INFO flwr 2024-06-14 21:56:25,851 | server.py:494 | 	('\tround 1: 14997.380313284693\n'
executionLog | INFO flwr 2024-06-14 21:56:25,852 | server.py:494 | 	 '\tround 2: 7693.376186909152\n'
executionLog | INFO flwr 2024-06-14 21:56:25,852 | server.py:494 | 	 '\tround 3: 13009.83643822372\n'
executionLog | INFO flwr 2024-06-14 21:56:25,853 | server.py:494 | 	 '\tround 4: 8566.43047282472\n'
executionLog | INFO flwr 2024-06-14 21:56:25,853 | server.py:494 | 	 '\tround 5: 8155.362983994186\n')History (loss, centralized):
executionLog | INFO flwr 2024-06-14 21:56:25,853 | server.py:494 | 	('\tround 0: 24296.6386179924\n'
executionLog | INFO flwr 2024-06-14 21:56:25,854 | server.py:494 | 	 '\tround 1: 14997.380313284695\n'
executionLog | INFO flwr 2024-06-14 21:56:25,854 | server.py:494 | 	 '\tround 2: 7693.376186909154\n'
executionLog | INFO flwr 2024-06-14 21:56:25,855 | server.py:494 | 	 '\tround 3: 13009.83643822372\n'
executionLog | INFO flwr 2024-06-14 21:56:25,855 | server.py:494 | 	 '\tround 4: 8566.430472824723\n'
executionLog | INFO flwr 2024-06-14 21:56:25,856 | server.py:494 | 	 '\tround 5: 8155.362983994186\n')History (metrics, centralized):
executionLog | INFO flwr 2024-06-14 21:56:25,856 | server.py:494 | 	{'accuracy': [(0, 0.1018),
executionLog | INFO flwr 2024-06-14 21:56:25,857 | server.py:494 | 	              (1, 0.487),
executionLog | INFO flwr 2024-06-14 21:56:25,857 | server.py:494 | 	              (2, 0.8505),
executionLog | INFO flwr 2024-06-14 21:56:25,857 | server.py:494 | 	              (3, 0.6308),
executionLog | INFO flwr 2024-06-14 21:56:25,857 | server.py:494 | 	              (4, 0.828),
executionLog | INFO flwr 2024-06-14 21:56:25,857 | server.py:494 | 	              (5, 0.8497)]}
executionLog | INFO flwr 2024-06-14 21:56:25,858 | server.py:495 | 
